	Age	Education	Marital_Status	Income	Children	daysCustomerFor	Recency	Wines	Fruits	Meat	Fish	Sweets	Total_Spent	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	PurchaseNum	NumStorePurchases	NumWebVisitsMonth	Total_campaigns_accepted	Complain	Cust_Seniority	Clusters
1226	67	PG	Single	61284.0	0	361	76	618	15	106	20	7	811	45	1	11	2	21	8	6	1	0	New	1
1227	36	UG	Married	22518.0	1	775	36	11	7	12	2	2	61	27	2	2	1	5	2	5	2	0	Old	2
1228	47	PG	Married	54730.0	1	478	64	318	3	17	4	7	405	56	5	4	1	13	8	4	0	0	Old	0
1229	67	PG	Married	38452.0	2	251	62	56	0	14	0	0	72	2	3	3	0	6	3	7	0	0	New	4
1230	51	UG	Single	44421.0	2	659	53	110	5	59	7	1	189	7	5	5	0	9	4	8	0	0	Old	2
1231	36	PG	Married	38197.0	1	525	86	23	0	11	2	1	40	3	1	1	0	4	3	5	0	0	Old	2
1232	44	UG	Single	41986.0	1	95	15	27	5	8	8	3	63	12	3	3	0	7	4	4	0	0	New	4
1233	39	UG	Married	28427.0	1	625	67	18	3	19	3	3	52	6	2	2	0	5	3	8	0	0	Old	2
1234	46	PG	Married	37395.0	1	304	47	18	0	9	0	1	39	11	1	1	0	4	3	6	0	0	New	4
1235	51	UG	Married	64722.0	1	194	47	303	0	280	60	147	805	15	4	8	2	21	11	6	0	0	New	1
1236	66	PG	Married	55249.0	1	233	81	97	1	19	2	0	130	11	1	2	1	7	4	3	0	0	New	4
1237	50	UG	Married	84906.0	0	605	98	997	15	414	99	30	1631	76	1	5	6	23	12	2	3	0	Old	3
1238	33	UG	Married	28691.0	1	608	56	5	4	13	8	0	34	4	1	1	0	4	3	8	0	0	Old	2
1239	70	UG	Single	44213.0	2	372	48	95	11	35	0	4	152	7	4	2	1	8	5	6	0	0	New	4
1240	38	UG	Single	25707.0	1	322	18	1	6	2	3	6	21	3	1	1	0	4	3	7	0	0	New	4
1241	55	PG	Married	59062.0	3	636	74	46	1	12	3	0	71	9	2	2	0	5	3	4	0	0	Old	2
1242	60	UG	Single	76624.0	1	196	68	411	106	147	54	115	899	66	1	5	10	22	7	1	1	0	New	1
1243	75	PG	Married	66000.0	0	230	36	244	51	270	101	0	711	45	1	1	3	9	5	1	0	0	New	1
1244	44	PG	Married	27683.0	1	972	90	152	9	121	12	12	351	45	4	6	2	12	4	8	0	0	Old	0
1245	51	UG	Single	1730.0	0	202	65	1	1	3	1	1	8	1	15	0	0	0	0	20	0	0	New	4
1246	30	UG	Single	7500.0	1	999	63	10	17	18	8	26	119	40	4	3	2	7	2	9	0	0	Old	2
1247	54	UG	Married	40521.0	2	581	82	12	0	5	0	0	21	4	1	0	1	3	2	5	0	0	Old	2
1248	49	PG	Married	20427.0	1	257	63	5	0	4	0	0	10	1	1	1	0	3	2	8	0	0	New	4
1249	47	UG	Married	65106.0	1	196	55	790	19	133	12	0	973	19	3	8	3	24	13	6	1	0	New	1
1250	57	PG	Married	69969.0	0	466	64	882	29	514	38	29	1536	44	1	4	2	12	6	3	3	0	Old	3
1251	70	UG	Married	67433.0	2	508	51	615	28	259	12	48	992	30	4	6	5	24	13	4	1	0	Old	0
1252	55	PG	Married	77766.0	1	652	97	1004	59	265	115	59	1529	27	2	11	10	32	11	6	2	0	Old	3
1253	50	UG	Married	74716.0	1	362	92	133	27	421	13	195	860	71	2	7	3	15	5	4	0	0	New	1
1254	59	UG	Single	68118.0	1	414	51	595	23	123	10	23	928	154	2	8	9	21	4	6	0	0	Old	0
1255	52	PG	Married	55158.0	2	859	72	293	0	87	4	11	418	23	4	7	2	14	5	7	1	0	Old	0
1256	67	UG	Married	62972.0	1	1003	39	313	15	47	20	0	587	192	2	7	4	14	3	6	1	0	Old	0
1257	47	UG	Married	74190.0	1	1	49	151	81	86	168	91	641	64	2	4	2	17	11	2	0	0	New	1
1258	46	UG	Married	39356.0	2	262	21	15	0	2	0	0	23	6	1	1	0	3	2	6	1	0	New	4
1259	53	UG	Married	76653.0	0	477	91	736	63	946	219	189	2279	126	1	4	7	22	11	2	2	0	Old	3
1260	49	PG	Single	35860.0	2	201	37	15	0	8	4	2	49	20	2	1	1	4	2	5	1	0	New	4
1261	39	PG	Single	90687.0	0	563	98	982	17	672	23	34	1779	51	1	6	2	16	8	2	2	0	Old	3
1262	40	PG	Married	73450.0	0	573	85	1142	51	415	90	69	1804	37	1	7	8	26	11	3	2	0	Old	3
1263	62	UG	Married	31454.0	2	547	40	28	0	11	0	0	48	9	3	2	0	5	3	8	0	0	Old	2
1264	70	UG	Single	47139.0	2	186	2	46	0	12	0	2	83	23	2	2	1	5	2	7	1	0	New	4
1265	47	UG	Single	83829.0	0	483	78	897	161	430	186	161	1862	27	0	4	7	17	6	1	4	0	Old	3
1266	59	PG	Married	53378.0	2	803	41	489	6	152	8	6	793	132	10	9	4	19	6	8	1	0	Old	0
1267	52	UG	Married	19656.0	1	491	94	25	4	9	6	8	84	32	3	2	1	6	3	7	0	0	Old	2
1268	74	PG	Married	45579.0	1	473	10	145	1	33	2	1	183	1	1	4	1	9	4	6	0	0	Old	2
1269	64	UG	Single	85485.0	0	168	73	630	26	611	44	18	1383	54	1	6	6	18	6	2	0	0	New	1
1270	78	UG	Married	55956.0	0	155	22	760	38	104	50	9	999	38	2	7	3	14	4	4	1	0	New	1
1271	59	PG	Single	64191.0	1	683	30	420	15	186	151	38	825	15	3	5	3	21	13	3	0	0	Old	0
1272	50	UG	Single	38808.0	1	832	21	125	17	52	3	19	246	30	4	5	1	10	4	8	2	0	Old	2
1273	56	PG	Married	57183.0	2	627	51	464	5	64	7	0	610	70	8	9	1	17	7	8	0	0	Old	0
1274	54	PG	Single	23748.0	1	745	97	6	6	29	12	15	76	8	3	2	1	6	3	8	0	0	Old	2
1275	51	UG	Married	66303.0	1	648	56	1090	12	96	16	12	1286	60	4	3	4	18	11	8	1	0	Old	0
1276	47	PG	Married	37368.0	1	355	4	3	2	11	2	2	30	10	1	1	0	3	2	6	1	0	New	4
1277	58	UG	Married	40800.0	3	704	77	24	0	27	8	30	99	10	2	3	0	6	3	7	0	1	Old	2
1278	44	UG	Single	71847.0	0	806	95	737	21	106	55	63	1192	210	0	6	7	22	9	3	1	0	Old	3
1279	47	UG	Married	46149.0	1	372	36	254	6	71	4	0	362	27	5	5	1	13	7	5	0	0	New	4
1280	39	UG	Married	78687.0	0	819	13	817	185	687	145	55	2130	241	1	4	6	18	8	2	2	0	Old	3
1281	51	UG	Single	49118.0	0	840	90	620	54	239	99	98	1229	119	2	9	7	26	10	7	3	0	Old	3
1282	65	PG	Married	37633.0	2	807	49	13	4	20	0	0	38	1	2	1	0	4	3	9	0	0	Old	2
1283	71	PG	Married	39767.0	0	503	18	113	61	204	34	26	485	47	2	7	1	15	7	8	0	0	Old	0
1284	71	UG	Married	26997.0	0	939	89	7	23	78	133	49	434	144	2	4	2	11	5	7	0	0	Old	0
1285	52	UG	Single	33986.0	1	632	43	16	2	18	2	1	44	5	1	1	0	4	3	7	0	0	Old	2
1286	50	PG	Married	57091.0	1	743	82	462	0	24	6	0	496	4	2	9	2	16	5	7	2	0	Old	0
1287	53	UG	Married	46831.0	2	487	84	22	2	10	6	4	78	34	2	1	2	5	2	4	0	0	Old	2
1288	50	PG	Married	83151.0	0	430	80	968	147	842	137	42	2346	210	1	5	7	22	10	2	4	0	Old	3
1289	51	UG	Married	52531.0	0	706	68	283	112	151	51	72	794	125	2	7	2	19	10	6	0	0	Old	3
1290	66	UG	Married	15759.0	0	576	12	1	2	5	6	0	17	3	1	1	0	3	2	7	0	0	Old	2
1291	51	UG	Single	22804.0	1	493	75	14	1	7	2	1	26	1	1	2	0	4	2	9	0	0	Old	2
1292	49	UG	Married	43050.0	1	263	10	30	5	24	6	3	76	8	2	2	0	6	4	5	0	0	New	4
1293	45	PG	Single	42997.0	2	512	91	4	0	5	0	1	15	5	1	1	0	3	2	7	0	0	Old	2
1294	59	PG	Single	48918.0	2	2	21	52	0	9	0	0	62	1	2	1	0	5	4	4	0	0	New	4
1295	68	PG	Married	60033.0	1	252	28	62	1	57	19	11	198	48	2	2	1	8	5	2	0	0	New	4
1296	44	PG	Married	34043.0	1	407	97	20	2	14	3	0	49	10	1	2	0	4	2	9	0	0	Old	2
1297	56	UG	Married	57811.0	1	530	49	545	7	114	37	21	802	78	5	7	2	20	11	5	1	0	Old	0
1298	76	UG	Married	78569.0	0	290	14	558	79	622	207	175	1736	95	1	4	6	14	4	1	2	0	New	1
1299	44	UG	Single	7500.0	2	709	5	6	5	4	13	4	57	25	4	2	1	6	3	6	0	0	Old	2
1300	51	PG	Married	157733.0	1	609	37	39	1	9	2	0	59	8	0	1	0	2	1	1	0	0	Old	2
1301	69	UG	Married	94384.0	0	612	62	1111	24	790	160	45	2302	172	0	5	8	18	5	2	4	0	Old	3
1302	37	UG	Married	23148.0	0	291	83	4	6	8	6	3	37	10	1	2	0	5	3	7	0	0	New	4
1303	52	UG	Single	44267.0	2	649	48	183	5	65	3	5	310	49	5	5	2	11	4	9	0	0	Old	2
1304	43	UG	Married	71626.0	0	1060	94	546	72	376	94	145	1305	72	1	5	5	18	8	3	1	0	Old	3
1305	56	UG	Married	60894.0	1	526	61	606	7	155	10	0	832	54	5	10	3	21	8	7	0	0	Old	0
1306	46	UG	Married	50200.0	2	642	70	266	6	51	8	6	401	64	6	7	1	13	5	8	0	0	Old	0
1307	57	PG	Married	81051.0	0	197	43	1142	29	249	38	29	1501	14	1	5	5	22	12	2	2	0	New	1
1308	40	UG	Married	65169.0	0	326	23	1074	0	69	0	0	1189	46	1	10	4	27	13	6	5	0	New	1
1309	50	UG	Married	59868.0	1	502	37	771	51	154	54	10	1194	154	7	11	2	25	12	6	0	0	Old	0
1310	62	PG	Married	65695.0	1	309	50	371	32	189	0	58	656	6	2	5	4	19	10	4	0	0	New	1
1311	66	PG	Single	64857.0	0	743	78	556	14	717	210	0	1540	43	1	7	5	22	10	4	0	0	Old	3
1312	57	PG	Married	45143.0	1	467	74	202	5	74	11	5	311	14	3	6	1	12	5	7	0	0	Old	0
1313	67	UG	Married	74805.0	1	543	14	209	162	209	41	162	820	37	5	4	7	21	10	2	0	0	Old	3
1314	33	UG	Married	59060.0	1	35	77	35	40	111	36	40	274	12	3	3	1	11	7	4	0	0	New	4
1315	60	PG	Single	27238.0	2	595	39	37	0	17	0	0	57	3	3	3	0	6	3	9	0	0	Old	2
1316	57	UG	Married	47009.0	1	695	89	171	45	73	59	10	448	90	4	3	2	13	8	4	0	0	Old	0
1317	49	UG	Married	46094.0	2	61	62	12	2	20	3	2	44	5	1	1	0	4	3	7	0	0	New	4
1318	50	UG	Married	40321.0	2	495	59	44	4	21	6	0	102	27	2	3	0	6	3	7	0	0	Old	2
1319	38	UG	Married	37235.0	1	338	68	20	2	9	4	6	61	20	1	1	1	4	2	4	0	0	New	4
1320	62	PG	Married	81843.0	0	593	13	779	86	537	34	69	1643	138	1	5	9	26	12	3	0	0	Old	3
1321	64	PG	Married	46692.0	1	548	37	170	6	97	24	12	397	88	3	6	1	12	5	6	0	0	Old	0
1322	54	UG	Married	77382.0	1	158	36	491	48	231	112	105	1121	134	2	5	7	24	12	1	1	0	New	1
1323	45	UG	Single	37774.0	2	1002	28	173	8	107	7	2	473	176	4	7	2	12	3	9	2	1	Old	0
1324	48	UG	Married	18393.0	1	252	2	7	10	13	16	0	50	4	2	3	0	6	3	8	0	0	New	4
1325	60	PG	Married	72828.0	1	660	17	1205	0	235	19	14	1678	205	6	6	3	22	13	7	0	0	Old	0
1326	40	UG	Married	24711.0	0	232	86	10	7	25	6	3	58	7	1	3	0	6	3	7	0	0	New	4
1327	47	PG	Married	45503.0	1	437	54	97	4	44	6	1	170	18	1	3	1	8	4	5	0	0	Old	2
1328	40	PG	Single	6560.0	0	359	2	67	11	26	4	3	373	262	0	1	0	2	1	17	0	0	New	4
1329	77	PG	Married	71604.0	0	384	3	345	53	528	98	75	1196	97	1	8	3	16	5	4	2	0	Old	3
1330	43	UG	Married	27244.0	1	156	84	6	5	17	3	24	101	46	2	2	2	6	2	7	0	0	New	4
1331	53	UG	Married	48752.0	2	724	8	73	57	100	71	15	316	0	5	6	1	12	5	9	1	0	Old	0
1332	60	UG	Married	71434.0	1	444	4	711	36	217	172	96	1400	168	3	7	4	18	7	4	2	0	Old	3
1333	74	UG	Single	90842.0	0	495	57	774	70	118	182	187	1424	93	1	4	9	26	13	1	0	0	Old	3
1334	44	PG	Married	88097.0	1	840	24	163	0	480	0	126	844	75	1	6	5	19	8	9	4	0	Old	3
1335	47	UG	Married	51948.0	1	445	51	82	33	54	71	30	311	41	2	5	2	11	4	5	0	0	Old	2
1336	40	UG	Married	71853.0	0	488	29	358	108	413	141	97	1149	32	1	2	8	16	6	1	0	0	Old	3
1337	39	PG	Married	35876.0	0	230	13	66	2	40	4	3	129	14	1	3	1	7	3	6	0	0	New	4
1338	70	UG	Single	40049.0	1	416	23	13	6	7	0	3	32	3	1	1	0	4	3	6	0	0	Old	2
1339	40	UG	Single	39660.0	1	850	36	139	13	78	20	13	299	36	3	7	1	11	3	9	1	0	Old	2
1340	60	UG	Married	50127.0	1	191	88	274	0	21	4	6	320	15	1	5	1	12	6	6	1	0	New	4
1341	45	PG	Married	43263.0	1	745	2	262	6	61	0	10	441	102	3	5	2	13	6	5	0	0	Old	0
1342	73	PG	Married	62845.0	2	1061	3	1099	0	45	0	0	1178	34	11	3	4	17	10	8	2	0	Old	0
1343	32	UG	Married	18929.0	0	658	15	32	0	8	23	4	85	18	1	1	0	5	4	6	0	0	Old	2
1344	40	UG	Single	24367.0	1	626	58	2	4	2	0	11	24	5	1	1	0	3	2	9	0	0	Old	2
1345	47	UG	Single	33249.0	1	654	11	6	10	21	19	14	112	42	2	2	1	6	3	6	0	0	Old	2
1346	63	UG	Married	26887.0	1	430	27	6	7	4	3	4	30	6	1	1	0	4	3	6	0	0	Old	2
1347	39	PG	Married	50150.0	0	534	32	135	46	92	65	61	410	11	2	5	2	14	7	5	0	0	Old	0
1348	46	UG	Married	62061.0	1	462	12	641	7	84	0	30	800	38	3	10	4	21	7	6	1	0	Old	0
1349	60	PG	Single	85696.0	0	641	88	714	76	395	116	0	1313	12	1	4	6	19	9	1	1	0	Old	3
1350	66	PG	Married	76542.0	0	616	91	794	73	573	0	29	1483	14	1	4	8	22	10	2	0	0	Old	3
1351	29	UG	Single	70515.0	0	411	12	420	0	452	182	64	1258	140	1	6	6	16	4	2	1	0	Old	3
1352	35	UG	Married	18227.0	1	847	21	1	2	7	4	3	28	11	1	0	1	3	2	8	0	0	Old	2
1353	57	UG	Married	69139.0	1	313	23	86	12	75	33	15	227	6	1	4	1	10	5	4	0	0	New	4
1354	40	UG	Married	69109.0	0	816	10	823	25	459	124	29	1555	95	1	6	6	19	7	4	2	0	Old	3
1355	60	UG	Single	69627.0	1	629	35	231	161	215	171	30	861	53	2	8	2	21	11	5	0	0	Old	3
1356	44	UG	Married	38136.0	1	593	69	8	15	27	0	20	103	33	2	3	1	6	2	8	1	0	Old	2
1357	76	PG	Single	62159.0	0	222	68	182	17	259	77	70	634	29	1	6	2	18	10	4	0	0	New	1
1358	59	UG	Single	80695.0	0	342	85	557	129	984	193	37	1918	18	1	5	8	18	5	2	0	0	New	1
1359	51	PG	Single	33316.0	2	605	34	79	1	31	4	4	131	12	3	2	1	7	4	6	0	0	Old	2
1360	54	UG	Married	58554.0	2	801	55	368	24	68	38	0	586	88	6	8	2	16	6	7	0	0	Old	0
1361	30	UG	Married	17256.0	1	378	10	6	4	14	8	8	62	22	2	2	1	5	2	8	1	0	Old	2
1362	48	UG	Single	53034.0	2	555	30	160	15	196	15	11	447	50	8	6	1	14	7	8	0	0	Old	0
1363	72	UG	Married	52203.0	0	858	36	488	21	238	56	108	939	28	1	8	7	26	11	6	0	0	Old	3
1364	45	UG	Single	59601.0	1	499	14	691	7	69	0	7	797	23	4	2	2	11	7	8	1	0	Old	0
1365	64	PG	Single	75154.0	1	971	79	543	10	205	160	143	1143	82	1	6	3	15	6	3	1	0	Old	3
1366	46	UG	Single	47025.0	1	513	52	254	7	108	20	0	415	26	3	6	3	14	5	6	0	0	Old	2
1367	49	UG	Married	37971.0	1	376	97	5	4	10	2	2	30	7	1	1	0	4	3	8	0	0	New	4
1368	54	PG	Single	41335.0	1	345	24	112	19	21	16	14	187	5	3	4	1	9	4	7	0	0	New	4
1369	64	UG	Married	67267.0	1	207	0	134	11	59	15	2	251	30	1	3	2	10	5	2	0	0	New	4
1370	47	UG	Single	57338.0	1	221	96	143	6	52	11	8	237	17	2	4	1	10	5	5	0	0	New	4
1371	62	UG	Married	50523.0	2	346	89	51	4	24	4	7	91	1	2	2	0	6	4	6	0	0	New	4
1372	57	PG	Single	35791.0	3	549	94	27	0	5	0	0	35	3	2	1	0	4	3	8	0	0	Old	2
1373	62	PG	Single	50611.0	1	970	98	459	0	24	6	0	493	4	6	4	5	16	7	6	1	0	Old	0
1374	53	PG	Married	56242.0	1	643	72	689	8	167	11	8	971	88	5	8	4	23	11	6	0	0	Old	0
1375	62	UG	Single	48904.0	1	1028	1	283	10	38	0	13	371	27	4	7	2	13	4	8	0	0	Old	0
1376	47	UG	Single	56243.0	3	341	26	347	0	35	4	3	396	7	6	4	2	14	8	5	0	0	New	4
1377	37	UG	Married	21355.0	1	473	5	5	13	14	0	5	68	31	2	2	1	5	2	6	2	0	Old	2
1378	51	PG	Married	57420.0	1	529	22	280	0	18	0	0	322	24	3	5	1	12	6	7	1	0	Old	0
1379	52	PG	Married	51381.5	1	701	39	187	5	65	26	20	317	14	2	4	2	12	6	5	0	0	Old	2
1380	67	PG	Single	46390.0	1	215	56	95	14	64	2	9	222	38	1	4	2	9	3	7	0	0	New	4
1381	66	UG	Married	54342.0	2	639	74	84	10	34	11	10	177	28	4	3	1	8	4	6	0	0	Old	2
1382	64	UG	Married	51381.5	2	1002	87	19	4	12	2	2	45	6	1	1	0	4	3	5	0	0	Old	2
1383	58	UG	Single	51381.5	2	5	49	5	1	9	2	0	21	4	1	1	0	3	2	7	0	0	New	4
1384	49	UG	Married	20895.0	1	909	24	18	3	17	3	0	45	4	1	2	0	5	3	9	0	0	Old	2
1385	74	UG	Married	92344.0	0	325	9	992	24	694	51	19	1899	119	0	5	10	20	5	1	2	0	New	1
1386	50	PG	Married	51381.5	1	306	17	25	1	13	0	0	42	3	1	1	0	4	3	7	0	0	New	4
1387	46	UG	Married	26907.0	2	473	10	9	1	7	0	3	22	2	2	1	0	4	3	7	0	0	Old	2
1388	42	UG	Married	44964.0	2	720	35	19	1	17	2	0	41	2	1	1	0	4	3	8	0	0	Old	2
1389	43	UG	Married	75507.0	0	304	56	709	93	374	104	80	1440	80	1	8	6	20	6	3	0	0	New	1
1390	50	PG	Married	53761.0	2	391	7	158	0	76	13	7	325	71	6	4	4	11	3	5	0	0	Old	0
1391	49	UG	Married	22682.0	1	636	51	10	14	29	4	2	95	36	3	2	1	7	4	4	0	0	Old	2
1392	50	PG	Married	38887.0	1	306	17	25	1	13	0	0	42	3	1	1	0	4	3	7	0	0	New	4
1393	47	UG	Single	41658.0	2	816	30	8	4	12	15	4	72	29	2	1	1	4	2	4	0	0	Old	2
1394	50	PG	Married	29791.0	1	205	21	14	0	6	0	0	20	0	2	2	0	5	3	5	0	0	New	4
1395	66	PG	Married	63915.0	2	494	2	622	7	115	30	0	789	15	2	6	3	21	12	5	0	0	Old	0
1396	48	UG	Single	39996.0	2	198	85	11	0	3	0	0	15	1	1	1	0	3	2	6	0	0	New	4
1397	50	UG	Single	26759.0	1	157	65	25	3	16	8	5	59	2	2	2	1	6	3	6	0	0	New	4
1398	54	PG	Single	63841.0	1	594	64	635	15	100	20	7	908	131	1	9	3	21	9	6	0	0	Old	0
1399	53	PG	Married	51039.0	2	785	11	100	64	79	65	0	417	109	2	6	2	12	4	7	0	0	Old	0
1400	61	UG	Married	60544.0	2	833	92	201	2	43	3	5	289	35	4	5	1	11	5	6	0	0	Old	2
1401	50	UG	Married	65685.0	1	252	54	642	14	49	0	7	769	57	1	9	2	20	9	5	0	0	New	1
1402	69	UG	Married	37716.0	1	229	4	97	1	41	6	2	188	41	2	4	1	8	3	7	0	0	New	4
1403	65	UG	Single	36864.0	1	845	53	204	5	39	17	0	354	89	3	5	2	11	4	8	1	0	Old	2
1404	52	PG	Married	44511.0	1	726	39	513	7	133	46	14	727	14	6	8	4	20	8	8	0	0	Old	0
1405	55	PG	Married	36947.0	2	881	49	88	3	21	4	1	146	29	4	3	0	7	4	9	0	0	Old	2
1406	71	PG	Married	47352.0	1	397	70	172	12	112	8	0	319	15	4	6	1	12	5	7	0	0	Old	0
1407	69	PG	Married	67087.0	1	354	40	329	35	222	130	35	794	43	2	7	5	20	8	4	0	0	New	1
1408	72	UG	Married	57045.0	1	849	40	296	13	104	11	13	454	17	3	4	2	15	9	3	0	0	Old	0
1409	69	PG	Single	36957.0	2	910	43	100	2	16	2	1	152	31	4	3	2	7	2	9	1	0	Old	2
1410	45	PG	Married	69389.0	1	799	17	422	7	238	69	46	797	15	1	7	2	21	12	4	0	0	Old	0
1411	50	UG	Married	80134.0	1	565	40	1218	16	272	104	0	1690	80	2	5	3	14	6	6	4	0	Old	3
1412	53	PG	Married	43142.0	2	291	84	5	1	7	2	1	20	4	1	1	0	3	2	7	0	0	New	4
1413	78	UG	Married	80589.0	0	318	25	507	93	520	242	40	1428	26	1	5	10	20	5	1	2	0	New	1
1414	32	UG	Single	34412.0	1	661	62	52	12	50	4	36	209	55	3	5	0	8	3	9	0	0	Old	2
1415	43	UG	Single	57537.0	1	426	83	191	56	139	51	8	545	100	4	4	3	15	8	4	0	0	Old	0
1416	56	UG	Married	22634.0	0	689	47	2	23	11	8	6	96	46	1	2	1	5	2	8	0	0	Old	2
1417	74	UG	Married	51315.0	0	286	45	68	28	39	16	30	222	41	1	2	2	9	5	2	0	0	New	4
1418	50	UG	Married	36026.0	3	265	34	20	4	10	6	4	61	17	2	2	0	5	3	6	0	0	New	4
1419	49	UG	Married	24639.0	2	312	3	20	3	16	0	4	44	1	3	2	0	6	4	6	0	0	New	4
1420	50	PG	Married	34578.0	3	32	1	7	0	1	0	0	8	0	1	1	0	3	2	6	0	0	New	4
1421	50	UG	Single	65704.0	0	419	18	279	172	74	38	8	817	246	1	2	10	22	10	1	0	0	Old	3
1422	56	UG	Single	63810.0	1	755	45	977	12	253	16	12	1371	101	4	4	3	19	12	8	1	0	Old	0
1423	53	PG	Married	54132.0	1	293	81	30	1	8	0	0	42	3	1	1	0	4	3	7	0	0	New	4
1424	63	UG	Married	18690.0	0	708	77	6	1	7	23	4	60	19	1	1	1	4	2	8	0	0	Old	2
1425	52	UG	Married	28164.0	1	610	23	3	18	26	11	8	78	12	3	2	0	6	4	7	0	0	Old	2
1426	48	PG	Married	34596.0	1	602	48	14	0	2	0	0	23	7	1	1	0	3	2	8	0	0	Old	2
1427	50	PG	Married	43269.0	1	446	61	10	1	7	0	0	19	1	1	1	0	3	2	8	0	0	Old	2
1428	64	UG	Single	38741.0	2	251	60	7	10	17	8	6	61	13	2	2	0	5	3	7	0	0	New	4
1429	50	UG	Single	31907.0	0	612	75	33	87	64	175	16	449	74	1	6	1	13	6	7	0	0	Old	2
1430	39	PG	Married	27100.0	1	581	64	12	0	13	2	0	37	10	1	1	0	4	3	7	0	0	Old	2
1431	49	UG	Single	31163.0	1	296	54	2	3	10	11	2	38	10	1	1	0	4	3	6	0	0	New	4
1432	37	UG	Married	92533.0	0	352	84	693	21	118	110	147	1131	42	1	6	5	22	11	2	2	0	New	1
1433	49	UG	Single	34853.0	2	348	75	9	3	15	2	3	34	2	2	2	0	5	3	6	0	0	New	4
1434	55	UG	Single	70844.0	2	402	16	129	26	67	3	67	294	2	5	6	1	12	5	7	0	0	Old	0
1435	43	UG	Married	31086.0	2	610	79	16	2	11	3	0	48	16	2	1	1	4	2	8	1	0	Old	2
1436	61	UG	Married	60544.0	2	833	92	201	2	43	3	5	289	35	4	5	1	11	5	6	0	0	Old	2
1437	36	UG	Married	20491.0	0	680	16	5	4	5	4	2	30	10	1	0	1	3	2	7	0	0	Old	2
1438	58	UG	Married	42523.0	0	227	96	14	36	11	3	26	125	35	1	1	1	6	4	2	0	0	New	4
1439	39	UG	Married	39922.0	1	660	30	29	12	59	19	1	156	36	2	3	0	7	4	8	0	0	Old	2
1440	70	UG	Married	33402.0	2	506	60	26	2	19	10	5	70	8	3	2	1	6	3	8	0	0	Old	2
1441	73	PG	Married	36408.0	2	441	11	9	1	4	3	2	22	3	1	1	0	3	2	6	0	0	Old	2
1442	43	UG	Married	21645.0	1	1002	75	14	0	23	4	5	65	19	3	3	0	6	3	9	1	0	Old	2
1443	74	PG	Single	78427.0	0	773	36	972	19	595	180	26	1930	138	3	3	7	20	10	3	2	0	Old	3
1444	76	UG	Married	82657.0	0	435	71	966	168	672	246	105	2283	126	1	7	5	22	10	4	2	0	Old	3
1445	64	UG	Married	51876.0	0	417	88	99	27	102	28	48	310	6	1	2	2	12	8	1	0	0	Old	2
1446	51	UG	Married	78041.0	0	720	93	482	35	553	72	160	1319	17	1	4	4	17	9	2	0	0	Old	3
1447	65	UG	Married	52852.0	1	1059	93	714	8	99	11	0	879	47	4	10	7	22	5	8	1	0	Old	0
1448	40	PG	Married	70038.0	0	407	54	587	54	348	71	54	1244	130	1	4	4	16	8	2	0	0	Old	3
1449	49	UG	Married	69401.0	1	258	41	399	27	159	58	8	690	39	4	4	4	13	5	2	0	0	New	1
1450	50	UG	Married	46053.0	1	657	46	56	10	92	19	7	209	25	3	3	2	9	4	5	0	0	Old	2
1451	57	UG	Married	77343.0	0	91	28	227	151	573	98	54	1134	31	1	3	4	16	9	1	0	0	New	1
1452	69	UG	Single	73892.0	0	388	40	703	102	601	0	58	1507	43	1	3	11	22	8	1	1	0	Old	3
1453	55	PG	Single	40304.0	1	432	82	37	0	17	0	0	57	3	1	2	0	5	3	7	0	0	Old	2
1454	57	PG	Married	32727.0	0	830	38	167	13	180	86	13	529	70	2	7	3	15	5	8	0	0	Old	0
1455	53	UG	Married	68695.0	0	164	3	458	81	356	106	50	1091	40	1	4	4	15	7	2	0	0	New	1
1456	51	UG	Single	43300.0	1	784	87	91	3	52	2	1	180	31	3	4	0	8	4	8	1	0	Old	2
1457	50	UG	Married	26290.0	2	370	49	15	8	16	11	5	77	22	4	2	0	6	4	6	0	0	New	4
1458	52	UG	Single	93790.0	0	4	16	1302	68	731	89	114	2349	45	0	6	7	25	12	2	4	0	New	1
1459	48	PG	Married	38410.0	0	813	65	153	64	123	116	64	534	14	2	5	2	16	9	6	1	0	Old	0
1460	72	PG	Single	64866.0	1	314	9	508	5	21	7	5	556	10	4	7	3	17	7	5	1	0	New	4
1461	63	UG	Married	57957.0	1	474	24	290	59	177	77	5	637	29	7	4	6	18	8	3	0	1	Old	0
1462	67	PG	Married	46015.0	2	237	25	38	0	2	0	0	46	6	1	1	0	4	3	7	2	0	New	4
1463	44	UG	Married	16531.0	1	171	43	2	13	6	7	5	44	11	3	3	0	6	3	7	0	0	New	4
1464	36	PG	Married	28072.0	1	486	10	30	0	10	2	0	47	5	1	1	0	4	3	7	0	0	Old	2
1465	59	PG	Single	49476.0	1	534	29	386	23	95	54	41	795	196	4	2	11	18	5	2	0	0	Old	0
1466	69	UG	Married	50725.0	1	661	45	443	10	75	0	10	586	48	4	8	1	17	8	8	0	0	Old	0
1467	70	UG	Married	83844.0	0	366	57	901	31	345	75	31	1574	191	1	4	4	19	11	1	1	0	New	1
1468	72	PG	Married	41145.0	2	126	20	9	0	3	0	0	13	1	1	0	0	3	3	3	0	0	New	4
